id,recorder,date,tree,time,darter,reed_corm,wb_corm,openbill,yb_stork,great_egret,yb_egret,s_ibis,grey_heron,african_spoonbill,other,obs,timestamp,total_nests_tree
362,LM,2026-04-07T00:00:00Z,70,1899-12-31T10:31:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,2
363,LM,2026-04-07T00:00:00Z,71,1899-12-31T10:31:00Z,0,0,0,2,0,1,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,3
364,LM,2026-04-07T00:00:00Z,72,1899-12-31T10:31:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:31:00Z,5
365,LM,2026-04-07T00:00:00Z,73,1899-12-31T10:32:00Z,0,0,0,0,2,0,0,0,0,0,NA,NA,2026-04-07T10:32:00Z,2
366,LM,2026-04-07T00:00:00Z,74,1899-12-31T10:35:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:35:00Z,3
367,LM,2026-04-07T00:00:00Z,75,1899-12-31T10:38:00Z,0,0,0,8,0,2,0,0,0,0,NA,NA,2026-04-07T10:38:00Z,10
368,LM,2026-04-07T00:00:00Z,76,1899-12-31T10:39:00Z,0,0,0,3,0,1,0,0,0,0,NA,NA,2026-04-07T10:39:00Z,4
369,LM,2026-04-07T00:00:00Z,77,1899-12-31T10:40:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T10:40:00Z,4
370,LM,2026-04-07T00:00:00Z,78,1899-12-31T10:41:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:41:00Z,3
371,LM,2026-04-07T00:00:00Z,79,1899-12-31T10:41:00Z,0,0,0,0,8,0,0,0,0,0,NA,NA,2026-04-07T10:41:00Z,8
372,LM,2026-04-07T00:00:00Z,80,1899-12-31T10:42:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:42:00Z,3
373,LM,2026-04-07T00:00:00Z,81,1899-12-31T10:45:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:45:00Z,5
374,LM,2026-04-07T00:00:00Z,82,1899-12-31T10:45:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T10:45:00Z,5
375,LM,2026-04-07T00:00:00Z,83,1899-12-31T10:47:00Z,0,0,0,0,0,0,0,0,1,0,NA,NA,2026-04-07T10:47:00Z,1
376,LM,2026-04-07T00:00:00Z,84,1899-12-31T10:47:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T10:47:00Z,6
377,LM,2026-04-07T00:00:00Z,85,1899-12-31T10:47:00Z,0,0,0,1,0,0,0,0,0,0,NA,NA,2026-04-07T10:47:00Z,1
378,LM,2026-04-07T00:00:00Z,86,1899-12-31T10:48:00Z,3,0,0,0,0,0,0,0,0,0,NA,NA,2026-04-07T10:48:00Z,3
379,LM,2026-04-07T00:00:00Z,87,1899-12-31T10:48:00Z,1,0,0,1,0,0,0,0,0,0,NA,NA,2026-04-07T10:48:00Z,2
380,LM,2026-04-07T00:00:00Z,88,1899-12-31T10:49:00Z,0,0,0,4,0,2,0,0,0,0,NA,NA,2026-04-07T10:49:00Z,6
381,LM,2026-04-07T00:00:00Z,89,1899-12-31T10:49:00Z,0,0,0,3,0,0,0,0,1,0,NA,NA,2026-04-07T10:49:00Z,4
382,LM,2026-04-07T00:00:00Z,90,1899-12-31T10:50:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:50:00Z,3
383,LM,2026-04-07T00:00:00Z,91,1899-12-31T10:50:00Z,0,0,0,8,0,0,0,0,0,0,NA,NA,2026-04-07T10:50:00Z,8
384,LM,2026-04-07T00:00:00Z,92,1899-12-31T10:50:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T10:50:00Z,3
385,LM,2026-04-07T00:00:00Z,93,1899-12-31T10:53:00Z,0,0,0,2,0,0,0,0,1,0,NA,NA,2026-04-07T10:53:00Z,3
386,LM,2026-04-07T00:00:00Z,94,1899-12-31T10:54:00Z,0,0,0,5,0,1,0,0,0,0,NA,NA,2026-04-07T10:54:00Z,6
387,LM,2026-04-07T00:00:00Z,95,1899-12-31T10:55:00Z,0,0,0,2,0,0,0,0,1,0,NA,NA,2026-04-07T10:55:00Z,3
388,LM,2026-04-07T00:00:00Z,96,1899-12-31T10:55:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:55:00Z,2
389,LM,2026-04-07T00:00:00Z,97,1899-12-31T10:56:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T10:56:00Z,2
390,LM,2026-04-07T00:00:00Z,98,1899-12-31T11:01:00Z,0,0,0,10,0,0,0,0,0,0,NA,NA,2026-04-07T11:01:00Z,10
391,LM,2026-04-07T00:00:00Z,99,1899-12-31T11:02:00Z,0,0,0,6,0,1,0,0,0,0,NA,NA,2026-04-07T11:02:00Z,7
392,LM,2026-04-07T00:00:00Z,100,1899-12-31T11:04:00Z,0,0,0,0,6,0,0,0,0,0,NA,NA,2026-04-07T11:04:00Z,6
393,LM,2026-04-07T00:00:00Z,101,1899-12-31T11:05:00Z,0,0,0,1,3,0,0,0,0,0,NA,NA,2026-04-07T11:05:00Z,4
394,LM,2026-04-07T00:00:00Z,102,1899-12-31T11:06:00Z,0,0,0,5,4,0,0,0,0,0,NA,NA,2026-04-07T11:06:00Z,9
395,LM,2026-04-07T00:00:00Z,103,1899-12-31T11:06:00Z,1,0,0,0,0,1,0,0,0,0,NA,NA,2026-04-07T11:06:00Z,2
396,LM,2026-04-07T00:00:00Z,104,1899-12-31T11:11:00Z,0,0,0,3,0,0,0,1,0,0,NA,NA,2026-04-07T11:11:00Z,4
397,LM,2026-04-07T00:00:00Z,105,1899-12-31T11:12:00Z,0,0,0,10,0,0,0,0,1,0,NA,NA,2026-04-07T11:12:00Z,11
398,LM,2026-04-07T00:00:00Z,106,1899-12-31T11:13:00Z,0,0,0,5,0,0,0,0,1,0,NA,NA,2026-04-07T11:13:00Z,6
399,LM,2026-04-07T00:00:00Z,107,1899-12-31T12:18:00Z,0,0,0,7,0,2,0,0,0,0,NA,NA,2026-04-07T12:18:00Z,9
400,LM,2026-04-07T00:00:00Z,108,1899-12-31T12:18:00Z,0,0,0,2,0,1,0,0,0,0,NA,NA,2026-04-07T12:18:00Z,3
401,LM,2026-04-07T00:00:00Z,109,1899-12-31T12:19:00Z,0,0,0,10,0,1,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,11
402,LM,2026-04-07T00:00:00Z,110,1899-12-31T12:19:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,2
403,LM,2026-04-07T00:00:00Z,111,1899-12-31T12:19:00Z,0,0,0,0,0,1,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,1
404,LM,2026-04-07T00:00:00Z,112,1899-12-31T12:19:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T12:19:00Z,2
405,LM,2026-04-07T00:00:00Z,113,1899-12-31T12:20:00Z,0,0,0,5,0,1,0,0,0,0,NA,NA,2026-04-07T12:20:00Z,6
406,LM,2026-04-07T00:00:00Z,114,1899-12-31T12:20:00Z,0,0,0,4,0,0,0,0,0,0,NA,NA,2026-04-07T12:20:00Z,4
407,LM,2026-04-07T00:00:00Z,115,1899-12-31T12:21:00Z,0,0,0,4,0,2,0,0,0,0,NA,NA,2026-04-07T12:21:00Z,6
408,LM,2026-04-07T00:00:00Z,116,1899-12-31T12:21:00Z,0,0,0,4,0,3,0,0,0,0,NA,NA,2026-04-07T12:21:00Z,7
409,LM,2026-04-07T00:00:00Z,117,1899-12-31T12:22:00Z,0,0,0,1,0,0,0,0,0,0,NA,NA,2026-04-07T12:22:00Z,1
410,LM,2026-04-07T00:00:00Z,118,1899-12-31T12:22:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T12:22:00Z,3
411,LM,2026-04-07T00:00:00Z,119,1899-12-31T12:33:00Z,0,0,0,0,7,0,0,0,0,0,NA,NA,2026-04-07T12:33:00Z,7
412,LM,2026-04-07T00:00:00Z,120,1899-12-31T12:34:00Z,0,0,0,0,3,0,0,0,0,0,NA,NA,2026-04-07T12:34:00Z,3
413,LM,2026-04-07T00:00:00Z,121,1899-12-31T12:34:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T12:34:00Z,6
414,LM,2026-04-07T00:00:00Z,122,1899-12-31T12:36:00Z,0,0,0,4,0,1,0,0,0,0,NA,NA,2026-04-07T12:36:00Z,5
415,LM,2026-04-07T00:00:00Z,123,1899-12-31T12:37:00Z,0,0,0,3,0,0,0,0,0,0,NA,NA,2026-04-07T12:37:00Z,3
416,LM,2026-04-07T00:00:00Z,124,1899-12-31T12:36:00Z,0,0,0,5,0,2,0,0,0,0,NA,NA,2026-04-07T12:36:00Z,7
417,LM,2026-04-07T00:00:00Z,125,1899-12-31T12:37:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T12:37:00Z,5
418,LM,2026-04-07T00:00:00Z,126,1899-12-31T12:39:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T12:39:00Z,5
419,LM,2026-04-07T00:00:00Z,127,1899-12-31T12:39:00Z,0,0,0,1,0,2,0,0,0,0,NA,NA,2026-04-07T12:39:00Z,3
420,LM,2026-04-07T00:00:00Z,128,1899-12-31T12:40:00Z,0,0,0,2,0,0,0,0,0,0,NA,NA,2026-04-07T12:40:00Z,2
421,LM,2026-04-07T00:00:00Z,129,1899-12-31T12:40:00Z,0,0,0,3,0,2,0,0,0,0,NA,NA,2026-04-07T12:40:00Z,5
422,LM,2026-04-07T00:00:00Z,130,1899-12-31T12:43:00Z,0,0,0,5,19,0,0,0,0,0,NA,NA,2026-04-07T12:43:00Z,24
423,LM,2026-04-07T00:00:00Z,131,1899-12-31T12:43:00Z,0,0,0,3,25,0,0,0,0,0,NA,NA,2026-04-07T12:43:00Z,28
424,LM,2026-04-07T00:00:00Z,132,1899-12-31T12:45:00Z,2,0,0,0,7,0,0,0,0,0,NA,NA,2026-04-07T12:45:00Z,9
425,LM,2026-04-07T00:00:00Z,133,1899-12-31T12:46:00Z,5,0,0,0,7,0,0,0,0,0,NA,NA,2026-04-07T12:46:00Z,12
426,LM,2026-04-07T00:00:00Z,134,1899-12-31T12:47:00Z,1,0,0,0,0,0,0,0,0,0,NA,NA,2026-04-07T12:47:00Z,1
427,LM,2026-04-07T00:00:00Z,135,1899-12-31T12:47:00Z,3,0,0,0,12,0,0,0,0,0,NA,NA,2026-04-07T12:47:00Z,15
428,LM,2026-04-07T00:00:00Z,136,1899-12-31T12:47:00Z,0,0,0,0,0,2,0,0,0,0,NA,NA,2026-04-07T12:47:00Z,2
429,LM,2026-04-07T00:00:00Z,137,1899-12-31T12:47:00Z,0,0,0,5,0,0,0,0,0,0,NA,NA,2026-04-07T12:47:00Z,5
430,LM,2026-04-07T00:00:00Z,138,1899-12-31T12:48:00Z,0,0,0,1,0,2,0,0,0,0,NA,NA,2026-04-07T12:48:00Z,3
431,LM,2026-04-07T00:00:00Z,139,1899-12-31T12:48:00Z,0,0,0,0,0,1,0,0,0,0,NA,NA,2026-04-07T12:48:00Z,1
432,LM,2026-04-07T00:00:00Z,140,1899-12-31T12:48:00Z,0,0,0,3,0,2,0,0,0,0,NA,NA,2026-04-07T12:48:00Z,5
433,LM,2026-04-07T00:00:00Z,141,1899-12-31T12:48:00Z,0,0,0,6,0,0,0,0,0,0,NA,NA,2026-04-07T12:48:00Z,6
434,LM,2026-04-07T00:00:00Z,142,1899-12-31T12:50:00Z,3,0,0,0,4,0,0,0,0,0,NA,NA,2026-04-07T12:50:00Z,7
435,LM,2026-04-07T00:00:00Z,143,1899-12-31T12:50:00Z,3,0,0,0,4,0,0,0,0,0,NA,NA,2026-04-07T12:50:00Z,7
